GeneSymbol	log2FC	p_value_or_padj	Dataset	Comparison	Direction	In_CTD_marker	In_CTD_therapeutic	In_CTD_inferred	In_GeneCards_AD	Species
LOC611446	2.146555	0.027708	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC611583	2.711077	0.012876	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC611632	11.63978	0.000941	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC611632	4.077603	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC611632	2.854565	0.048341	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC611894	2.230049	0.003191	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC611894	2.510935	0.001474	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC611915	2.029419	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC611915	2.039041	0.017097	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC612044	7.683865	0.002279	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC612044	6.6864	0.002977	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC612044	2.017289	0.027708	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC612065	2.181925	0.004425	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC612065	2.084845	0.000133	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC612108	2.061737	0.013104	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC612129	2.346133	0.000201	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC612250	2.183665	0.039243	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC612293	2.151898	0.000246	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC612358	2.280103	0.006077	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOC612375	2.367441	0.009605	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC612375	2.110877	0.039243	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC612383	2.028167	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC612534	3.408698	0.048341	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC612534	2.717922	0.005772	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
LOC612795	2.146694	0.048341	GSE6012_L	L_N	Up	no	no	no	no	Human
LOC612795	2.033164	0.022486	GSE6012_NL	NL_N	Up	no	no	no	no	Human
LOR	-4.39	0.0001	GSE16161	L_N	Down	no	no	no	no	Human
LOR	-2.95	0.00019	GSE32924	L_N	Down	no	no	no	no	Human
LRMP	2.035139	0.029295	GSE6012_L	L_N	Up	no	no	no	no	Human
LRRC50	2.720262	0.011134	GSE6012_L	L_N	Up	no	no	no	no	Human
LRRC6	2.004755	0.000246	GSE6012_L	L_N	Up	no	no	no	no	Human
MFI2	2.255683	0.027708	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
MIR3945HG	3.064945	5.08E-05	GSE121212	L_N	Up	no	no	no	no	Human
MIR6510	-2.13677	1.62E-14	18_L	L_N	Down	no	no	no	no	Human
MLSTD1	2.797404	0.000782	GSE6012_L	L_N	Up	no	no	no	no	Human
MLZE	3.334517	0.003191	GSE6012_L	L_N	Up	no	no	no	no	Human
MLZE	2.028342	0.004649	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
MTHFD2P1	-2.00522	5.11E-10	18_L	L_N	Down	no	no	no	no	Human
MTNR1B	2.627987	8.29E-06	GSE121212	L_N	Up	no	no	no	no	Human
NAT6	2.078739	0.019223	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
NEK4P1	2.329186	0.000216	GSE121212	L_N	Up	no	no	no	no	Human
NHEG1	-2.33187	6.22E-23	GSE121212	L_N	Down	no	no	no	no	Human
NPY5R	-2.54458	2.50E-38	GSE121212	L_N	Down	no	no	no	no	Human
NPY5R	-2.23	0.0014	GSE140227	L_N	Down	no	no	no	no	Human
NTM_AS1	-2.3171	5.01E-08	GSE121212	L_N	Down	no	no	no	no	Human
NUPL1	2.413144	0.020186	GSE6012_NL	NL_N	Up	no	no	no	no	Human
ODZ3	2.061251	0.027708	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
OR2I1P	3.260123	2.71E-10	GSE121212	L_N	Up	no	no	no	no	Human
PAK7	-2.38416	7.17E-10	GSE121212	L_N	Down	no	no	no	no	Human
PALM2	2.076538	0.033047	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
PCAT29	2.464932	1.84E-07	GSE121212	L_N	Up	no	no	no	no	Human
PGAM1P7	2.042655	1.31E-06	GSE121212	L_N	Up	no	no	no	no	Human
PHBP16	3.989821	3.86E-12	GSE121212	L_N	Up	no	no	no	no	Human
PHLPPL	2.773455	0.004425	GSE6012_L	L_N	Up	no	no	no	no	Human
PMCHL1	-3.43118	1.58E-06	GSE121212	L_N	Down	no	no	no	no	Human
PTHR1	2.017885	0.012876	GSE6012_L	L_N	Up	no	no	no	no	Human
PTHR1	2.14383	0.002366	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
PTPRD_AS1	-2.25301	0.001108	GSE121212	L_N	Down	no	no	no	no	Human
RAD17P1	-3.63693	1.42E-08	GSE121212	L_N	Down	no	no	no	no	Human
RBPJP7	-2.73669	5.83E-06	GSE121212	L_N	Down	no	no	no	no	Human
RH30	2.783436	0.010747	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
RHOT1P1	2.644496	5.41E-07	GSE121212	L_N	Up	no	no	no	no	Human
RN7SL142P	2.91889	7.12E-05	GSE121212	L_N	Up	no	no	no	no	Human
RN7SL862P	2.555777	2.38E-08	GSE121212	L_N	Up	no	no	no	no	Human
RNU5F_1	2.304658	6.97E-13	GSE121212	L_N	Up	no	no	no	no	Human
RNU6_1161P	2.308444	0.001	GSE121212	L_N	Up	no	no	no	no	Human
RNU6_140P	3.003749	1.65E-09	GSE121212	L_N	Up	no	no	no	no	Human
RNU6_495P	-3.23446	1.09E-10	GSE121212	L_N	Down	no	no	no	no	Human
RNU6_745P	2.757908	0.000155	GSE121212	L_N	Up	no	no	no	no	Human
RNU6_911P	-2.21936	0.000205	GSE121212	L_N	Down	no	no	no	no	Human
RNU6ATAC9P	2.04405	7.95E-05	GSE121212	L_N	Up	no	no	no	no	Human
RP1_71H24.1	2.321517	7.55E-05	GSE121212	L_N	Up	no	no	no	no	Human
RP11_1008C21.1	-2.0053	2.69E-23	GSE121212	L_N	Down	no	no	no	no	Human
RP11_1070A24.2	2.504453	1.43E-06	GSE121212	L_N	Up	no	no	no	no	Human
RP11_114B7.6	2.101236	9.61E-05	GSE121212	L_N	Up	no	no	no	no	Human
RP11_115H18.1	-2.02508	0.000564	GSE121212	L_N	Down	no	no	no	no	Human
RP11_121E16.1	-2.18154	0.00017	GSE121212	L_N	Down	no	no	no	no	Human
RP11_145E17.3	-2.00893	0.000333	GSE121212	L_N	Down	no	no	no	no	Human
RP11_150O12.2	2.672926	2.48E-05	GSE121212	L_N	Up	no	no	no	no	Human
RP11_150O12.3	-3.24707	7.50E-24	GSE121212	L_N	Down	no	no	no	no	Human
RP11_15A1.9	-2.36214	8.76E-10	GSE121212	L_N	Down	no	no	no	no	Human
RP11_15F12.6	2.843888	9.94E-14	GSE121212	L_N	Up	no	no	no	no	Human
RP11_184M15.1	2.554144	9.26E-08	GSE121212	L_N	Up	no	no	no	no	Human
RP11_217L21.1	-2.54034	5.30E-06	GSE121212	L_N	Down	no	no	no	no	Human
RP11_243E13.2	2.953819	6.87E-09	GSE121212	L_N	Up	no	no	no	no	Human
RP11_24F11.2	2.115492	0.000124	GSE121212	L_N	Up	no	no	no	no	Human
RP11_275I4.2	2.507725	8.74E-08	GSE121212	L_N	Up	no	no	no	no	Human
RP11_288L9.4	2.496638	1.06E-05	GSE121212	L_N	Up	no	no	no	no	Human
RP11_339N8.1	2.019864	0.000827	GSE121212	L_N	Up	no	no	no	no	Human
RP11_350J20.12	2.911498	2.96E-29	GSE121212	L_N	Up	no	no	no	no	Human
RP11_380J14.1	2.58471	8.71E-08	GSE121212	L_N	Up	no	no	no	no	Human
RP11_398B16.2	3.253963	4.07E-07	GSE121212	L_N	Up	no	no	no	no	Human
RP11_3L21.2	-2.19141	0.000323	GSE121212	L_N	Down	no	no	no	no	Human
RP11_3N13.2	-2.51055	0.001362	GSE121212	L_N	Down	no	no	no	no	Human
RP11_402P6.9	3.104719	2.53E-19	GSE121212	L_N	Up	no	no	no	no	Human
RP11_414J4.2	3.032542	4.39E-06	GSE121212	L_N	Up	no	no	no	no	Human
RP11_416L21.2	2.864064	0.000322	GSE121212	L_N	Up	no	no	no	no	Human
RP11_420K14.1	-2.37061	0.000667	GSE121212	L_N	Down	no	no	no	no	Human
RP11_430H10.2	4.340271	5.77E-19	GSE121212	L_N	Up	no	no	no	no	Human
RP11_430H10.3	4.447112	1.22E-12	GSE121212	L_N	Up	no	no	no	no	Human
RP11_514F3.4	-2.19056	0.00069	GSE121212	L_N	Down	no	no	no	no	Human
RP11_527N22.2	3.641279	7.21E-27	GSE121212	L_N	Up	no	no	no	no	Human
RP11_544M22.1	-2.80409	8.37E-06	GSE121212	L_N	Down	no	no	no	no	Human
RP11_546K22.1	-2.3451	1.15E-07	GSE121212	L_N	Down	no	no	no	no	Human
RP11_557H15.3	2.435233	8.65E-21	GSE121212	L_N	Up	no	no	no	no	Human
RP11_563N6.6	2.260066	4.87E-05	GSE121212	L_N	Up	no	no	no	no	Human
RP11_589B3.6	-2.18491	1.35E-05	GSE121212	L_N	Down	no	no	no	no	Human
RP11_597M17.1	-2.92796	3.76E-06	GSE121212	L_N	Down	no	no	no	no	Human
RP11_616M22.12	-2.1792	0.001283	GSE121212	L_N	Down	no	no	no	no	Human
RP11_616M22.3	-2.01679	0.001468	GSE121212	L_N	Down	no	no	no	no	Human
RP11_616M22.7	2.057259	3.17E-06	GSE121212	L_N	Up	no	no	no	no	Human
RP11_63P12.7	3.031176	4.03E-06	GSE121212	L_N	Up	no	no	no	no	Human
RP11_641A6.3	-2.6912	4.38E-16	GSE121212	L_N	Down	no	no	no	no	Human
RP11_651K21.1	-2.0881	0.000108	GSE121212	L_N	Down	no	no	no	no	Human
RP11_677N16.1	2.105682	0.00015	GSE121212	L_N	Up	no	no	no	no	Human
RP11_706C16.7	2.34188	1.20E-13	GSE121212	L_N	Up	no	no	no	no	Human
RP11_707A18.1	-2.47376	3.46E-16	GSE121212	L_N	Down	no	no	no	no	Human
RP11_70D24.4	-2.2345	0.000559	GSE121212	L_N	Down	no	no	no	no	Human
RP11_716H6.2	-2.07487	0.002288	GSE121212	L_N	Down	no	no	no	no	Human
RP11_757O6.1	4.260138	2.52E-10	GSE121212	L_N	Up	no	no	no	no	Human
RP11_757O6.6	3.602933	3.69E-07	GSE121212	L_N	Up	no	no	no	no	Human
RP11_769N19.2	-2.11618	0.00079	GSE121212	L_N	Down	no	no	no	no	Human
RP11_7F17.7	3.302987	1.69E-06	GSE121212	L_N	Up	no	no	no	no	Human
RP11_800A3.3	-2.04195	0.000333	GSE121212	L_N	Down	no	no	no	no	Human
RP11_806H10.4	2.465089	3.69E-06	GSE121212	L_N	Up	no	no	no	no	Human
RP11_818F20.5	2.308988	1.92E-10	GSE121212	L_N	Up	no	no	no	no	Human
RP11_83M16.3	-2.50975	4.38E-05	GSE121212	L_N	Down	no	no	no	no	Human
RP11_875O11.3	2.111506	0.003673	GSE121212	L_N	Up	no	no	no	no	Human
RP11_973F15.2	-2.62451	3.28E-05	GSE121212	L_N	Down	no	no	no	no	Human
RP3_495K2.4	-2.07895	0.000925	GSE121212	L_N	Down	no	no	no	no	Human
RP4_529N6.2	3.187041	1.48E-25	GSE121212	L_N	Up	no	no	no	no	Human
RP4_598P13.1	2.024984	1.72E-05	GSE121212	L_N	Up	no	no	no	no	Human
RP4_733B9.1	-2.03802	0.000109	GSE121212	L_N	Down	no	no	no	no	Human
RP4_735C1.4	-2.41366	1.14E-06	GSE121212	L_N	Down	no	no	no	no	Human
RP4_736H5.3	-2.10505	0.00047	GSE121212	L_N	Down	no	no	no	no	Human
RP4_782L23.2	-2.11891	0.00027	GSE121212	L_N	Down	no	no	no	no	Human
RP4_784A16.2	2.198671	4.07E-05	GSE121212	L_N	Up	no	no	no	no	Human
RP5_1011O1.2	-3.70308	6.79E-10	GSE121212	L_N	Down	no	no	no	no	Human
RP5_1028K7.2	2.157944	3.75E-08	GSE121212	L_N	Up	no	no	no	no	Human
RP5_1097P24.1	2.538438	1.15E-10	GSE121212	L_N	Up	no	no	no	no	Human
RP5_1100I6.1	-2.2192	0.00012	GSE121212	L_N	Down	no	no	no	no	Human
RP5_884M6.1	2.842545	0.003464	GSE121212	L_N	Up	no	no	no	no	Human
RPL7AP15	-2.33009	1.58E-07	GSE121212	L_N	Down	no	no	no	no	Human
RSU1P2	-2.46689	5.51E-05	GSE121212	L_N	Down	no	no	no	no	Human
RTP2	2.538153	0.014855	GSE6012_NL	NL_N	Up	no	no	no	no	Human
SAA	2.121721	0.001919	GSE6012_L	L_N	Up	no	no	no	no	Human
SAA1 /// SAA2	3.389914	0.002977	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
SLFN14	2.06649	0.042802	GSE6012_L	L_N	Up	no	no	no	no	Human
SNORD39	3.497681	2.55E-08	GSE121212	L_N	Up	no	no	no	no	Human
SPATA3_AS1	2.257	0.001072	GSE121212	L_N	Up	no	no	no	no	Human
SPINK6	2.545663	2.87E-05	GSE121212	L_N	Up	no	no	no	no	Human
SPRR2C	2.020955	2.68E-15	18_L	L_N	Up	no	no	no	no	Human
SPRR2C	4.951067	6.78E-11	GSE121212	L_N	Up	no	no	no	no	Human
SPRR2C	2.01	0.2	GSE59294	L_vs_NL	Up	no	no	no	no	Human
TGM6	3.726407	2.86E-09	GSE121212	L_N	Up	no	no	no	no	Human
TMEM146	2.066711	0.02313	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
TMEM159	2.493669	0.014855	GSE6012_L	L_N	Up	no	no	no	no	Human
TMEM159	2.261739	0.007132	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
TMEM16A	2.390742	0.003191	GSE6012_L	L_N	Up	no	no	no	no	Human
TMEM16D	2.589059	0.003762	GSE6012_NL	NL_N	Up	no	no	no	no	Human
TMIGD3	2.623084	4.86E-29	18_L	L_N	Up	no	no	no	no	Human
TMIGD3	2.341267	9.45E-24	18_NL_N	NL_N	Up	no	no	no	no	Human
TNPO1P2	4.023175	5.22E-06	GSE121212	L_N	Up	no	no	no	no	Human
TNPO1P2	2.43	0.0027	GSE140227	L_N	Up	no	no	no	no	Human
TNPO1P3	3.939488	1.50E-15	GSE121212	L_N	Up	no	no	no	no	Human
TNPO1P3	2.23	0.0021	GSE140227	L_N	Up	no	no	no	no	Human
TPD52L3	3.183101	0.001128	GSE6012_L	L_N	Up	no	no	no	no	Human
TPD52L3	3.6246	0.000365	GSE6012_NL	NL_N	Up	no	no	no	no	Human
TRAJ9	2.164654	5.34E-05	GSE121212	L_N	Up	no	no	no	no	Human
TRAV12_2	2.718418	1.16E-05	GSE121212	L_N	Up	no	no	no	no	Human
TRAV12_3	2.038292	0.000153	GSE121212	L_N	Up	no	no	no	no	Human
TRAV13_1	2.159123	5.71E-05	GSE121212	L_N	Up	no	no	no	no	Human
TRAV14DV4	2.010957	0.003392	GSE121212	L_N	Up	no	no	no	no	Human
TRAV17	2.323508	1.54E-05	GSE121212	L_N	Up	no	no	no	no	Human
TRAV21	2.470483	4.93E-05	GSE121212	L_N	Up	no	no	no	no	Human
TRAV23DV6	2.465408	0.000143	GSE121212	L_N	Up	no	no	no	no	Human
TRAV29DV5	2.05527	0.000384	GSE121212	L_N	Up	no	no	no	no	Human
TRAV38_2DV8	2.161035	0.004771	GSE121212	L_N	Up	no	no	no	no	Human
TRBV19	2.131307	2.86E-05	GSE121212	L_N	Up	no	no	no	no	Human
TRBV27	2.148404	0.000226	GSE121212	L_N	Up	no	no	no	no	Human
TRBV29_1	2.407531	7.62E-08	GSE121212	L_N	Up	no	no	no	no	Human
TRBV3_1	2.331668	0.000292	GSE121212	L_N	Up	no	no	no	no	Human
TRBV6_5	2.492473	0.000127	GSE121212	L_N	Up	no	no	no	no	Human
TRGV7	2.124477	0.0002	GSE121212	L_N	Up	no	no	no	no	Human
TRIM48	2.075081	0.029493	GSE121212	L_N	Up	no	no	no	no	Human
TRIM60P17	-2.61198	3.66E-06	GSE121212	L_N	Down	no	no	no	no	Human
TTC18	2.429237	0.022486	GSE6012_L	L_N	Up	no	no	no	no	Human
TTTY15	-2.39	0.06	GSE75890	L_N	Down	no	no	no	no	Human
TXNDC6	2.675653	0.002279	GSE6012_L	L_N	Up	no	no	no	no	Human
UGT2B31	2.076058	0.014855	GSE6012_NL	NL_N	Up	no	no	no	no	Human
WDR78	2.313003	0.012876	GSE6012_L	L_N	Up	no	no	no	no	Human
WDR78	2.404016	0.008775	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
WISP2	-3.37	9.00E-05	GSE16161	L_N	Down	no	no	no	no	Human
XLOC_000974	-2.00935	7.55E-06	GSE121212	L_N	Down	no	no	no	no	Human
XLOC_001242	-2.47405	1.08E-05	GSE121212	L_N	Down	no	no	no	no	Human
XLOC_002825	3.771217	1.92E-19	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_003364	-2.05572	8.00E-06	GSE121212	L_N	Down	no	no	no	no	Human
XLOC_003378	2.680094	2.35E-29	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_004197	2.046416	7.58E-10	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_004198	3.069477	2.18E-17	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_005041	-2.05438	1.21E-09	GSE121212	L_N	Down	no	no	no	no	Human
XLOC_006578	-2.47269	0.000135	GSE121212	L_N	Down	no	no	no	no	Human
XLOC_007053	3.967346	8.98E-42	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_007895	3.65497	5.87E-12	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_007955	2.381127	7.05E-09	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_008299	2.63022	0.001309	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_008878	3.266747	8.75E-16	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_008968	3.350754	9.97E-08	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_009602	3.991758	1.51E-34	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_009607	-2.30747	8.94E-07	GSE121212	L_N	Down	no	no	no	no	Human
XLOC_011429	-3.05239	2.27E-09	GSE121212	L_N	Down	no	no	no	no	Human
XLOC_011471	2.000029	4.06E-07	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_011520	2.544565	6.37E-06	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_012841	2.455161	2.58E-14	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_013095	2.043131	0.000379	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_013496	-3.56114	2.25E-09	GSE121212	L_N	Down	no	no	no	no	Human
XLOC_013541	2.588549	9.80E-11	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_013542	2.587859	6.68E-07	GSE121212	L_N	Up	no	no	no	no	Human
XLOC_014355	-2.66558	7.11E-06	GSE121212	L_N	Down	no	no	no	no	Human
ZNF197	2.130454	0.005772	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
ZNF534	-2.01144	0.000297	GSE121212	L_N	Down	no	no	no	no	Human
ZNF643	2.159294	0.048341	GSE6012_L	L_N	Up	no	no	no	no	Human
ZNF643	2.182421	0.008775	GSE6012_L_NL	L_vs_NL	Up	no	no	no	no	Human
ZNF728	-2.22486	1.22E-08	GSE121212	L_N	Down	no	no	no	no	Human
	2.83	0.0141	GSE140227	L_N	Up	no	no	no	no	Human
	2.22	0.0068	GSE140227	L_N	Up	no	no	no	no	Human
	2.13	0.0011	GSE140227	L_N	Up	no	no	no	no	Human
	2.07	0.0049	GSE140227	L_N	Up	no	no	no	no	Human
	2.07	0.0246	GSE140227	L_N	Up	no	no	no	no	Human
	-2.06	0.0031	GSE140227	L_N	Down	no	no	no	no	Human
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
